DMU,Month,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Hour0,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Authors,Topics,Asent_Sentiment,Textblob_Sentiment,Textblob_Subjectivity,Engagement,Total_Reach,Organic_Reach,Paid_Reach,Viral_Reach,Engaged_Users,Engaged_Page_Fans,Other_Engaged_Users,Fan_Reach,Consumptions,Link_Clicks,Photo_Views,Video_Plays,Other_Clicks,Total_Engagement,Likes,Comments,Shares,Total_Impressions,Organic_Impressions,Paid_Impressions,Viral_Impressions,Stories,Story_Likes,Story_Comments,Story_Shares
4336,7,0,0,0,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,paul de barros,entertainment,1237,1250,333,3,8559,8162,0,436,205,195,10,7967,177,126,0,0,40,55,53,0,2,15503,14796,0,707,55,53,0,2
4337,7,0,0,0,0,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,ricardo alonso-zaldivar,nation-world,1510,1166,455,3,7377,7220,0,191,186,179,7,7055,203,71,0,0,107,35,30,3,2,13759,13351,0,408,43,31,10,2
4338,7,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,0,tamara lush,life,1000,983,316,3,11553,11082,0,455,319,300,19,10940,309,176,0,0,112,56,47,5,4,20294,19603,0,691,63,50,7,6
4339,7,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,evan bush,seattle-news,1000,950,400,3,16193,13415,0,2811,419,374,45,13322,404,204,0,0,153,145,75,4,66,28138,23325,0,4813,157,83,7,67
4340,7,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,ciscoe morris,life,1000,1000,0,2,8862,8766,0,68,154,151,3,8690,165,130,0,0,26,11,8,0,3,15863,15750,0,113,11,8,0,3
4341,7,0,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,nicole brodeur,entertainment,1164,1000,0,6,32044,25996,0,6325,1588,1198,390,25934,1686,1173,0,0,380,210,183,7,20,53547,43849,0,9698,239,204,14,21
4342,7,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,misha berson,entertainment,797,1000,500,2,9637,9109,0,465,167,151,16,9035,143,88,0,0,35,60,44,0,16,17543,16687,0,856,71,50,5,16
4343,7,0,0,0,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,paul de barros,entertainment,1612,1100,925,4,20961,19665,0,1528,616,577,39,19570,674,530,0,0,52,62,53,0,9,36128,33661,0,2467,66,55,2,9
4344,7,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,leanne italie,business,681,1000,0,3,4235,4075,0,140,92,86,6,3982,63,29,0,0,22,52,41,3,8,7774,7539,0,235,56,45,3,8
4345,7,0,0,0,0,0,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,daniel beekman,politics,1038,1068,227,5,10429,9828,0,650,314,286,28,9743,437,109,0,0,202,55,28,25,2,18256,17286,0,970,118,29,87,2
4346,7,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,jennifer sullivan,crime,1000,1000,0,2,13792,13727,0,95,286,286,0,13632,308,248,0,0,33,18,17,0,1,23607,23459,0,148,18,17,0,1
4347,7,0,0,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,0,0,0,0,0,jonathan lemire,sports,1771,1212,579,6,117475,34338,0,85181,5929,2319,3610,34818,2623,1180,1,0,966,4056,3696,54,306,195759,59709,0,136050,4748,4326,116,306
4348,7,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,0,"jonathan l. martin, maggie haberman",nation-world,622,995,245,9,39732,28869,0,11537,2282,1426,856,28779,3001,642,2,0,1456,574,341,193,40,67398,48733,0,18665,890,405,444,41
4349,7,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,jennifer sullivan,seattle-news,1000,950,200,4,14919,14189,0,776,479,464,15,14108,532,316,0,0,160,73,55,6,12,25612,24355,0,1257,80,58,8,14
4350,7,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,john higgins,education,789,1136,454,5,11957,10476,0,1458,403,298,105,10437,525,219,0,0,209,61,48,3,10,21609,19010,0,2599,77,50,16,11
4351,7,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,matthew perrone,nation-world,922,1000,0,7,78772,41176,0,37581,4120,2521,1599,41743,4596,2796,0,0,1214,672,227,45,400,142767,73311,0,69456,974,419,165,390
4352,7,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,ryan divish,sports,1000,1000,0,4,10924,9314,0,1693,391,352,39,9239,140,38,0,0,90,302,281,7,14,18919,16225,0,2694,315,285,16,14
4353,7,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,"sarah el deeb, lee keath",nation-world,1088,1250,333,2,17084,15097,0,2152,285,232,53,14863,263,112,0,0,107,125,88,5,32,28578,24851,0,3727,155,109,13,33
4354,7,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,miguel otárola,seattle-news,1000,1000,0,4,20178,15938,0,4046,630,548,82,16132,458,267,0,0,132,301,249,6,46,32730,26023,0,6707,324,266,12,46
4355,7,0,0,0,0,0,935,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,james neff,pacific-nw-magazine,935,1250,300,2,8326,7856,0,418,125,118,7,7766,120,59,0,0,50,34,28,2,4,14109,13363,0,746,34,30,2,2
4356,7,0,0,0,0,0,1421,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,michael hewitt,entertainment,1421,1160,540,6,17024,15448,0,1655,717,620,97,15329,946,344,0,0,426,79,42,33,4,27944,25382,0,2562,98,44,49,5
4357,7,0,0,0,0,0,685,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moira macdonald,entertainment,685,897,571,2,7805,7763,0,34,109,108,1,7652,116,66,0,0,39,13,12,0,1,13283,13237,0,46,13,12,0,1
4358,7,0,0,0,0,0,1291,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,katie g. cotterill,life,1291,1266,399,4,15662,13787,0,2090,557,494,63,13609,439,293,1,0,105,217,186,3,28,26601,23305,0,3296,238,203,7,28
4359,7,0,0,0,0,0,1409,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle times staff,education,1409,1000,0,3,5265,5137,0,141,100,94,6,4969,159,37,0,0,67,18,14,2,2,9156,8936,0,220,24,14,8,2
4360,7,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,paul de barros,entertainment,1000,1000,0,1,5365,5343,0,25,55,53,2,5228,58,31,0,0,22,3,1,0,2,9429,9380,0,49,4,2,0,2
4361,7,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,sean quinton,sports,1000,1000,0,4,35059,14112,17260,4443,1386,544,842,14010,1032,775,0,0,160,562,526,17,19,49106,23522,18795,6789,590,535,36,19
4362,7,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,jack broom,seattle-news,1077,1000,0,6,70236,34387,0,36796,3381,2017,1364,34620,2604,1198,1,0,974,1502,1067,56,379,121071,58993,0,62078,2024,1372,270,382
4363,7,0,0,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,madeline mckenzie,entertainment,1525,1000,0,4,20149,12591,5121,2497,664,434,230,12430,588,478,0,0,67,172,130,2,40,31156,21780,5072,4304,198,143,15,40
4364,7,0,0,0,0,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,0,0,the associated press,seattle-news,829,943,500,4,14296,11253,0,3648,408,327,81,11125,276,86,0,0,157,255,171,3,81,25159,18883,0,6276,287,198,7,82
4365,7,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,providence cicero,life,1250,1000,0,2,8553,8451,0,120,120,119,1,8371,124,91,0,0,20,16,14,0,2,14687,14495,0,192,16,14,0,2
4366,7,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,carlos valdez,business,1000,1000,0,3,10462,9957,0,547,273,256,17,9881,253,127,0,0,88,82,77,4,1,17569,16804,0,765,85,79,5,1
4367,7,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,rachel lerman,business,1440,1400,733,2,16348,15856,0,478,239,218,21,15674,250,173,0,0,46,30,28,0,2,27534,26744,0,790,33,31,0,2
4368,7,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,tan vinh,life,1000,1000,0,5,20044,18168,0,1847,717,671,46,18066,803,506,0,0,205,125,96,5,24,33887,30673,0,3214,141,101,15,25
4369,7,0,0,0,0,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,0,0,0,kristin jackson,life,1375,1337,650,5,22803,17377,0,5535,915,695,220,17286,732,371,0,0,235,445,358,24,63,37792,29333,0,8459,505,406,35,64
4370,7,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,0,0,0,benjamin woodard,seattle-news,1509,1625,1000,4,22339,16864,0,5733,702,481,221,16733,538,238,0,0,220,301,224,22,55,39753,29373,0,10380,411,321,34,56
4371,7,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,ann friedman,entertainment,1000,1000,0,6,8655,8209,0,484,302,275,27,8089,413,110,0,0,183,70,46,23,1,14590,13873,0,717,72,46,25,1
4372,7,0,0,0,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,soren andersen,entertainment,1549,1500,650,2,5371,5307,0,65,90,86,4,5217,76,49,0,0,23,28,28,0,0,9070,8975,0,95,28,28,0,0
4373,7,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,seattle times staff,seattle-news,400,1000,0,4,19466,18706,0,826,696,667,29,18778,830,471,0,0,264,37,24,10,3,33756,32469,0,1287,41,26,12,3
4374,7,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,caitlin moran,education,1000,1250,283,2,6803,5895,0,990,150,132,18,6018,88,46,0,0,35,79,59,0,20,11646,9976,0,1670,84,64,0,20
4375,7,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,daniel beekman,politics,1000,1136,454,4,16285,14917,0,1331,406,362,44,14915,553,97,0,0,293,99,41,51,7,29058,26822,0,2236,122,44,71,7
4376,7,0,0,0,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0,0,0,0,0,colin diltz,photo-video,1510,1086,546,3,5655,5418,0,258,127,118,9,5308,87,46,0,0,28,63,54,3,6,9904,9538,0,366,65,56,3,6
4377,7,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,jonel aleccia,health,1000,1000,0,1,9777,9384,0,426,119,112,7,9266,119,50,0,0,55,27,18,2,7,17653,16831,0,822,32,21,3,8
4378,7,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,walker orenstein,transportation,1000,1000,250,2,5901,5743,0,179,83,83,0,5652,80,59,0,0,13,18,10,0,8,10331,10023,0,308,18,10,0,8
4379,7,0,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,the seattle times editorial board,opinion,1075,1000,0,1,3001,3001,0,3,21,21,0,2896,18,9,0,0,9,3,2,0,1,5392,5385,0,7,3,2,0,1
4380,7,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,sanjay bhatt,business,1031,1000,283,6,81222,34002,0,49906,3477,1930,1547,35199,3838,1935,1,0,1273,839,615,48,176,146350,58279,0,88071,1119,818,123,178
4382,7,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,paige cornwell,seattle-news,1000,1000,0,5,16472,12367,0,3907,573,453,120,12550,416,124,0,0,208,354,279,20,55,26848,19920,0,6928,421,331,35,55
4383,7,0,0,0,0,1077,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jeffrey collins,nation-world,1077,1000,1000,4,20900,16828,0,3764,676,567,109,16732,689,153,0,0,357,253,215,22,16,34568,28586,0,5982,347,229,100,18
4384,7,0,0,0,0,660,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jack broom,seattle-news,660,1500,500,6,52865,32507,1728,20293,2707,1892,815,33242,2461,1051,4,0,1021,878,612,63,203,92068,53748,1785,36535,1237,786,247,204
4385,7,0,0,0,0,1199,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brian j. cantwell,life,1199,1500,1000,6,29637,20643,0,8337,1335,1083,252,20443,1192,267,3,0,621,701,553,72,76,48656,35260,0,13396,884,643,162,79
4386,7,0,0,0,0,1181,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle times staff,life,1181,1180,430,3,16307,14591,1985,55,466,418,48,14307,530,411,0,0,89,13,12,1,0,27175,25232,1870,73,14,13,1,0
4387,7,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,the associated press,nation-world,830,1000,0,2,7236,7100,0,132,131,129,2,6938,114,61,0,0,50,30,26,1,3,12773,12587,0,186,30,26,1,3
4388,7,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,jennifer sullivan,seattle-news,681,1000,0,3,15781,15052,0,767,419,395,24,14803,439,273,0,0,136,38,23,5,10,26909,25616,0,1293,43,24,7,12
4389,7,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,0,the associated press,nation-world,1000,1175,275,5,34405,27403,0,6361,1221,950,271,27310,1388,500,0,0,662,216,118,37,61,59517,48661,0,10856,276,144,67,65
4390,7,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,matt day,business,704,1500,900,4,16714,14847,0,1756,533,478,55,14722,648,238,3,0,308,67,40,8,19,28020,25080,0,2940,74,45,10,19
4391,7,0,0,0,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,0,0,maryclaire dale,nation-world,1526,1116,144,4,23589,23079,117,411,726,696,30,22895,892,456,0,0,312,37,22,10,5,41001,40175,117,709,42,25,11,6
4393,7,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,0,sue manning,nation-world,164,1131,650,4,18121,15653,0,2424,583,490,93,15445,595,327,0,0,206,123,79,12,32,30437,26358,0,4079,145,96,19,30
4394,7,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,moira macdonald,entertainment,1000,1000,0,2,8251,7783,0,459,163,149,14,7699,143,110,0,0,23,37,33,0,4,14924,14183,0,741,42,37,1,4
4395,7,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,andrew gospe,entertainment,1000,1000,0,2,7693,7370,0,341,172,163,9,7254,153,107,0,0,33,47,37,0,10,13471,12860,0,611,52,42,0,10
4396,7,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,"joseph lehman, david keenan",opinion,151,650,520,4,8690,8065,0,650,197,190,7,8228,261,49,0,0,110,69,47,12,10,15558,14508,0,1050,89,53,26,10
4397,7,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,jayson jenks,sports,1503,1200,400,4,21679,15634,0,6221,733,479,254,15658,676,269,1,0,299,245,216,10,19,37606,26209,0,11397,318,264,35,19
4398,7,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,bethany jean clement,life,1440,1500,500,7,83495,34679,0,50566,4349,2138,2211,35843,3171,1341,4,0,1207,2364,1828,100,436,146599,62250,0,84349,3347,2537,374,436
4399,7,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,tan vinh,life,1000,1500,500,4,16285,15372,0,943,500,450,50,15214,535,363,2,0,116,63,52,3,8,28046,26428,0,1618,75,57,10,8
4400,7,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,rachel wharton,life,897,1000,0,3,11737,10713,0,974,295,275,20,10661,264,199,0,0,40,78,54,0,24,20063,18404,0,1659,86,60,1,25
4401,7,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,jim brunner,politics,987,1266,466,2,5831,5760,0,68,94,92,2,5627,118,42,0,0,60,7,5,2,0,10317,10197,0,120,7,5,2,0
4402,7,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,0,0,0,0,0,0,0,paige cornwell,seattle-news,1120,1112,339,2,14050,12924,0,1138,288,256,32,12983,270,140,0,0,106,82,49,2,31,25102,23020,0,2082,98,61,6,31
4403,7,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,0,0,melissa healy,life,1000,1125,750,1,4010,3996,0,18,47,46,1,3927,37,15,0,0,18,15,13,1,1,7345,7321,0,24,15,13,1,1
4404,7,0,0,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,0,0,0,0,0,0,0,daniel beekman,politics,663,1112,309,7,29441,19568,0,10276,1269,841,428,19773,1533,180,0,0,822,499,316,118,65,49899,33679,0,16220,727,350,312,65
4405,7,0,0,0,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,ryan divish,sports,1537,1333,566,3,8741,7683,179,804,262,239,23,7594,132,44,0,0,75,166,158,4,4,14662,13267,184,1211,170,159,7,4
4406,7,0,0,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,sandi doughton,environment,974,1050,650,2,8668,8128,131,340,185,168,17,8048,174,86,0,0,74,38,32,3,3,14908,14239,131,538,39,32,4,3
4407,7,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,christine clarridge,crime,1000,1000,0,6,28989,27924,0,993,1565,1476,89,27905,1867,1349,0,0,368,30,22,5,3,52317,50839,0,1478,36,26,7,3
4408,7,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,daniel beekman,politics,1000,1500,500,2,8152,7344,0,782,151,134,17,7483,185,65,0,0,77,21,12,6,3,14041,12523,0,1518,35,12,20,3
4409,7,0,0,0,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,the seattle times editorial board,opinion,1259,1383,650,1,4957,4902,0,33,58,58,0,4785,56,17,0,0,32,16,12,3,1,7947,7894,0,53,18,12,5,1
4410,7,0,0,0,1000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,steven dubois,seattle-news,1000,1000,100,4,12906,12222,0,616,320,287,33,12106,446,136,0,0,187,49,25,19,5,21936,20952,0,984,77,33,38,6
4411,7,0,0,0,1000,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the associated press,seattle-news,1000,1166,250,2,10572,9601,0,906,192,177,15,9350,182,84,1,0,73,60,33,5,22,18250,16481,0,1769,68,38,7,23
4413,7,0,0,0,948,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rick steves' europe,life,948,1050,1000,2,12044,10108,0,2057,255,196,59,9975,227,99,0,0,103,79,61,5,13,21283,17228,0,4055,106,81,12,13
4414,7,0,0,0,1771,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the associated press,nation-world,1771,1350,641,2,19839,18062,0,2088,390,322,68,17824,395,163,0,0,179,95,77,8,10,35269,31489,0,3780,108,87,10,11
4415,7,0,0,0,1000,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,michael catalini,nation-world,1000,1216,383,7,27974,21533,0,7125,1416,951,465,21460,1817,672,0,0,775,163,70,35,58,51274,38686,0,12588,267,114,94,59
4416,7,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,brian j. cantwell,life,1106,1300,500,3,14589,13083,0,1543,400,363,37,12952,365,236,0,0,87,108,88,4,16,24756,22171,0,2585,123,103,4,16
4417,7,0,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,lee svitak dean,life,935,1750,1000,3,7828,7631,0,166,201,192,9,7436,217,124,0,0,66,28,22,4,2,13582,13312,0,270,30,22,6,2
4418,7,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,0,0,daniel beekman,politics,925,1268,627,4,32514,23256,0,8919,921,728,193,23342,977,454,0,0,417,205,133,18,54,56005,41088,0,14917,277,181,40,56
4419,7,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,larry stone,sports,1440,1000,0,3,5085,4969,0,103,108,106,2,4848,121,19,0,0,72,37,20,16,1,9278,9109,0,169,44,22,21,1
4420,7,0,0,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,0,0,danny westneat,seattle-news,1340,1275,908,10,53748,31716,0,22267,3010,1880,1130,33791,5021,1251,0,0,2055,311,134,85,92,103067,59603,0,43464,582,207,284,91
4421,7,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,beena raghavendran,seattle-news,750,1000,0,6,19004,15442,0,3314,749,650,99,15312,896,169,0,0,402,313,242,57,14,33219,27553,0,5666,376,249,113,14
4422,7,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,katherine long,education-lab,1082,1300,100,3,9392,8624,0,638,223,201,22,8542,253,140,0,0,85,20,15,2,3,16361,15173,0,1188,26,19,4,3
4423,7,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,andie waterman,entertainment,1238,1000,0,2,4724,4451,0,287,76,71,5,4340,58,41,0,0,9,39,32,1,6,8468,8043,0,425,40,33,1,6
4424,7,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,mary ann gwinn,entertainment,1000,1000,0,3,20859,17723,0,3050,484,418,66,17741,482,323,0,0,88,142,94,0,48,36384,31052,0,5332,177,119,8,50
4425,7,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,"mike carter, lewis kamb",seattle-news,863,1142,767,3,11475,10800,0,654,277,263,14,10735,306,159,0,0,111,41,29,2,10,20116,19044,0,1072,46,33,4,9
4426,7,0,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0,0,0,0,sharon nelson,opinion,1690,1137,478,3,8057,7939,0,147,162,159,3,7828,209,65,0,0,97,34,24,7,3,14179,13953,0,226,36,24,9,3
4427,7,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,maryclaire dale,nation-world,1000,1000,0,4,19269,17421,1039,872,555,466,89,17326,714,256,0,0,321,53,17,26,10,33185,30716,1036,1433,72,23,38,11
4428,7,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,candice choi,nation-world,1000,1000,0,4,18472,16343,0,2587,518,459,59,16274,539,174,0,0,250,176,127,31,18,32925,28382,0,4543,211,139,53,19
4429,7,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,jack broom,seattle-news,902,1250,850,6,20364,15780,0,4816,983,822,161,15763,918,263,0,0,456,388,304,48,36,34651,26911,0,7740,463,347,81,35
4430,7,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,0,0,0,0,0,0,0,sami edge,crime,1000,1416,583,5,41272,27806,0,14049,1760,1234,526,28578,1589,876,0,0,569,556,503,6,47,70152,48613,0,21539,609,550,10,49
